id,data,hora,disponibilidade em %
328,2021-04-11,13:42:12,53
329,2021-04-11,13:42:13,1
330,2021-04-11,13:42:14,47
331,2021-04-11,13:42:20,4
332,2021-04-11,13:42:21,62
333,2021-04-11,13:42:22,75
334,2021-04-11,13:42:23,24
335,2021-04-11,13:42:24,26
336,2021-04-11,13:42:31,21
337,2021-04-11,13:42:32,98
338,2021-04-11,13:42:33,25
339,2021-04-11,13:42:34,74
340,2021-04-11,13:42:35,49
341,2021-04-11,13:42:41,78
342,2021-04-11,13:42:42,2
343,2021-04-11,13:42:43,24
344,2021-04-11,13:42:44,24
345,2021-04-11,13:42:45,24
346,2021-04-11,13:42:52,89
347,2021-04-11,13:42:53,47
348,2021-04-11,13:42:54,80
349,2021-04-11,13:42:55,69
350,2021-04-11,13:42:56,99
351,2021-04-11,13:43:03,0
352,2021-04-11,13:43:04,46
353,2021-04-11,13:43:05,51
354,2021-04-11,13:43:06,22
355,2021-04-11,13:43:07,51
356,2021-04-11,13:43:14,96
357,2021-04-11,13:43:15,1
358,2021-04-11,13:43:16,72
359,2021-04-11,13:43:17,53
360,2021-04-11,13:43:18,74
361,2021-04-11,13:43:24,95
362,2021-04-11,13:43:25,47
363,2021-04-11,13:43:26,98
364,2021-04-11,13:43:27,49
365,2021-04-11,13:43:28,22
366,2021-04-11,13:43:35,96
367,2021-04-11,13:43:36,76
368,2021-04-11,13:43:37,65
369,2021-04-11,13:43:38,29
370,2021-04-11,13:43:39,74
371,2021-04-11,13:43:45,75
372,2021-04-11,13:43:46,76
373,2021-04-11,13:43:47,24
374,2021-04-11,13:43:48,95
375,2021-04-11,13:43:49,73
376,2021-04-11,13:43:56,93
377,2021-04-11,13:43:57,54
378,2021-04-11,13:43:58,70
379,2021-04-11,13:43:59,73
380,2021-04-11,13:44:00,50
381,2021-04-11,13:44:06,76
382,2021-04-11,13:44:07,48
383,2021-04-11,13:44:08,66
384,2021-04-11,13:44:09,71
385,2021-04-11,13:44:10,84
386,2021-04-11,13:44:17,95
387,2021-04-11,13:44:18,32
388,2021-04-11,13:44:19,27
389,2021-04-11,13:44:20,8
390,2021-04-11,13:44:21,70
391,2021-04-11,13:44:27,73
392,2021-04-11,13:44:28,93
393,2021-04-11,13:44:29,6
394,2021-04-11,13:44:30,19
395,2021-04-11,13:44:31,55
396,2021-04-11,13:44:37,38
397,2021-04-11,13:44:38,89
398,2021-04-11,13:44:39,64
399,2021-04-11,13:44:40,25
400,2021-04-11,13:44:41,30
401,2021-04-11,13:44:48,19
402,2021-04-11,13:44:49,71
403,2021-04-11,13:44:50,24
404,2021-04-11,13:44:51,66
405,2021-04-11,13:44:52,23
406,2021-04-11,13:44:58,59
407,2021-04-11,13:44:59,24
408,2021-04-11,13:45:00,50
409,2021-04-11,13:45:01,23
410,2021-04-11,13:45:02,1
411,2021-04-11,13:45:08,53
412,2021-04-11,13:45:09,72
413,2021-04-11,13:45:10,74
414,2021-04-11,13:45:11,50
415,2021-04-11,13:45:12,76
416,2021-04-11,13:45:19,9
417,2021-04-11,13:45:20,9
418,2021-04-11,13:45:21,22
419,2021-04-11,13:45:22,28
420,2021-04-11,13:45:23,16
421,2021-04-11,13:45:30,82
422,2021-04-11,13:45:31,4
423,2021-04-11,13:45:32,60
424,2021-04-11,13:45:33,50
425,2021-04-11,13:45:34,77
426,2021-04-11,13:45:41,12
427,2021-04-11,13:45:42,45
428,2021-04-11,13:45:43,6
429,2021-04-11,13:45:44,54
430,2021-04-11,13:45:45,72
431,2021-04-11,13:45:52,47
432,2021-04-11,13:45:53,66
433,2021-04-11,13:45:54,3
434,2021-04-11,13:45:55,64
435,2021-04-11,13:45:56,91
436,2021-04-11,13:46:03,97
437,2021-04-11,13:46:04,72
438,2021-04-11,13:46:05,56
439,2021-04-11,13:46:06,97
440,2021-04-11,13:46:07,75
441,2021-04-11,13:46:13,37
442,2021-04-11,13:46:14,13
443,2021-04-11,13:46:15,4
444,2021-04-11,13:46:16,69
445,2021-04-11,13:46:17,63
446,2021-04-11,13:46:23,64
447,2021-04-11,13:46:24,99
448,2021-04-11,13:46:25,19
449,2021-04-11,13:46:26,86
450,2021-04-11,13:46:27,0
451,2021-04-11,13:46:34,0
452,2021-04-11,13:46:35,4
453,2021-04-11,13:46:36,47
454,2021-04-11,13:46:37,42
455,2021-04-11,13:46:38,41
456,2021-04-11,13:46:44,74
457,2021-04-11,13:46:45,0
458,2021-04-11,13:46:46,16
459,2021-04-11,13:46:47,56
460,2021-04-11,13:46:48,4
461,2021-04-11,13:46:55,81
462,2021-04-11,13:46:56,7
463,2021-04-11,13:46:57,45
464,2021-04-11,13:46:58,12
465,2021-04-11,13:46:59,86
466,2021-04-11,13:47:06,19
467,2021-04-11,13:47:07,50
468,2021-04-11,13:47:08,50
469,2021-04-11,13:47:09,92
470,2021-04-11,13:47:10,37
471,2021-04-11,13:47:17,55
472,2021-04-11,13:47:18,36
473,2021-04-11,13:47:19,92
474,2021-04-11,13:47:20,21
475,2021-04-11,13:47:21,12
476,2021-04-11,13:47:28,6
477,2021-04-11,13:47:29,3
478,2021-04-11,13:47:30,80
479,2021-04-11,13:47:31,41
480,2021-04-11,13:47:32,81
481,2021-04-11,13:47:39,20
482,2021-04-11,13:47:40,22
483,2021-04-11,13:47:41,94
484,2021-04-11,13:47:42,16
485,2021-04-11,13:47:43,14
486,2021-04-11,13:47:50,33
487,2021-04-11,13:47:51,34
488,2021-04-11,13:47:52,75
489,2021-04-11,13:47:53,90
490,2021-04-11,13:47:54,74
491,2021-04-11,13:48:00,96
492,2021-04-11,13:48:01,54
493,2021-04-11,13:48:02,32
494,2021-04-11,13:48:03,66
495,2021-04-11,13:48:04,81
496,2021-04-11,13:48:11,20
497,2021-04-11,13:48:12,21
498,2021-04-11,13:48:13,18
499,2021-04-11,13:48:14,20
500,2021-04-11,13:48:15,58
501,2021-04-11,13:48:21,56
502,2021-04-11,13:48:22,54
503,2021-04-11,13:48:23,22
504,2021-04-11,13:48:24,49
505,2021-04-11,13:48:25,74
506,2021-04-11,13:48:32,4
507,2021-04-11,13:48:33,73
508,2021-04-11,13:48:34,52
509,2021-04-11,13:48:35,49
510,2021-04-11,13:48:36,72
511,2021-04-11,13:48:43,20
512,2021-04-11,13:48:44,52
513,2021-04-11,13:48:45,25
514,2021-04-11,13:48:46,40
515,2021-04-11,13:48:47,18
516,2021-04-11,13:48:54,50
517,2021-04-11,13:48:55,9
518,2021-04-11,13:48:56,79
519,2021-04-11,13:48:57,97
520,2021-04-11,13:48:58,14
521,2021-04-11,13:49:04,91
522,2021-04-11,13:49:05,14
523,2021-04-11,13:49:06,59
524,2021-04-11,13:49:07,27
525,2021-04-11,13:49:08,51
526,2021-04-11,13:49:14,24
527,2021-04-11,13:49:15,54
528,2021-04-11,13:49:16,95
529,2021-04-11,13:49:17,42
530,2021-04-11,13:49:18,13
531,2021-04-11,13:49:25,36
532,2021-04-11,13:49:26,26
533,2021-04-11,13:49:27,95
534,2021-04-11,13:49:28,29
535,2021-04-11,13:49:29,98
536,2021-04-11,13:49:36,11
537,2021-04-11,13:49:37,65
538,2021-04-11,13:49:38,44
539,2021-04-11,13:49:39,49
540,2021-04-11,13:49:40,4
541,2021-04-11,13:49:46,61
542,2021-04-11,13:49:47,81
543,2021-04-11,13:49:48,32
544,2021-04-11,13:49:49,79
545,2021-04-11,13:49:50,24
546,2021-04-11,13:49:57,95
547,2021-04-11,13:49:58,58
548,2021-04-11,13:49:59,44
549,2021-04-11,13:50:00,85
550,2021-04-11,13:50:01,66
551,2021-04-11,13:50:08,28
552,2021-04-11,13:50:09,3
553,2021-04-11,13:50:10,37
554,2021-04-11,13:50:11,28
555,2021-04-11,13:50:12,16
556,2021-04-11,13:50:19,82
557,2021-04-11,13:50:20,0
558,2021-04-11,13:50:21,75
559,2021-04-11,13:50:22,49
560,2021-04-11,13:50:23,98
561,2021-04-11,13:50:29,12
562,2021-04-11,13:50:30,74
563,2021-04-11,13:50:31,98
564,2021-04-11,13:50:32,52
565,2021-04-11,13:50:33,46
566,2021-04-11,13:50:40,50
567,2021-04-11,13:50:41,1
568,2021-04-11,13:50:42,51
569,2021-04-11,13:50:43,73
570,2021-04-11,13:50:44,73
571,2021-04-11,13:50:50,49
572,2021-04-11,13:50:51,92
573,2021-04-11,13:50:52,24
574,2021-04-11,13:50:53,34
575,2021-04-11,13:50:54,5
576,2021-04-11,13:51:00,72
577,2021-04-11,13:51:01,95
578,2021-04-11,13:51:02,48
579,2021-04-11,13:51:03,7
580,2021-04-11,13:51:04,25
581,2021-04-11,13:51:10,21
582,2021-04-11,13:51:11,74
583,2021-04-11,13:51:12,98
584,2021-04-11,13:51:13,50
585,2021-04-11,13:51:14,47
586,2021-04-11,13:51:21,52
587,2021-04-11,13:51:22,3
588,2021-04-11,13:51:23,47
589,2021-04-11,13:51:24,1
590,2021-04-11,13:51:25,23
591,2021-04-11,13:51:31,74
592,2021-04-11,13:51:32,95
593,2021-04-11,13:51:33,77
594,2021-04-11,13:51:34,98
595,2021-04-11,13:51:35,88
596,2021-04-11,13:51:41,81
597,2021-04-11,13:51:42,25
598,2021-04-11,13:51:43,49
599,2021-04-11,13:51:44,73
600,2021-04-11,13:51:45,1
601,2021-04-11,13:51:51,90
602,2021-04-11,13:51:52,0
603,2021-04-11,13:51:53,74
604,2021-04-11,13:51:54,74
605,2021-04-11,13:51:55,76
606,2021-04-11,13:52:01,45
607,2021-04-11,13:52:02,4
608,2021-04-11,13:52:03,69
609,2021-04-11,13:52:04,97
610,2021-04-11,13:52:05,73
611,2021-04-11,13:52:12,81
612,2021-04-11,13:52:13,75
613,2021-04-11,13:52:14,75
614,2021-04-11,13:52:15,24
615,2021-04-11,13:52:16,0
616,2021-04-11,13:52:22,26
617,2021-04-11,13:52:23,15
618,2021-04-11,13:52:24,27
619,2021-04-11,13:52:25,95
620,2021-04-11,13:52:26,56
621,2021-04-11,13:52:33,10
622,2021-04-11,13:52:34,50
623,2021-04-11,13:52:35,74
624,2021-04-11,13:52:36,97
625,2021-04-11,13:52:37,72
626,2021-04-11,13:52:43,54
627,2021-04-11,13:52:44,24
628,2021-04-11,13:52:45,75
629,2021-04-11,13:52:46,0
630,2021-04-11,13:52:47,0
631,2021-04-11,13:52:53,71
632,2021-04-11,13:52:54,73
633,2021-04-11,13:52:55,24
634,2021-04-11,13:52:56,27
635,2021-04-11,13:52:57,74
636,2021-04-11,13:53:04,85
637,2021-04-11,13:53:05,99
638,2021-04-11,13:53:06,49
639,2021-04-11,13:53:07,26
640,2021-04-11,13:53:08,51
641,2021-04-11,13:53:15,99
642,2021-04-11,13:53:16,31
643,2021-04-11,13:53:17,99
644,2021-04-11,13:53:18,47
645,2021-04-11,13:53:19,28
646,2021-04-11,13:53:25,24
647,2021-04-11,13:53:26,28
648,2021-04-11,13:53:27,47
649,2021-04-11,13:53:28,76
650,2021-04-11,13:53:29,1
651,2021-04-11,13:53:36,71
652,2021-04-11,13:53:37,23
653,2021-04-11,13:53:38,74
654,2021-04-11,13:53:39,74
655,2021-04-11,13:53:40,24
656,2021-04-11,13:53:47,14
657,2021-04-11,13:53:48,77
658,2021-04-11,13:53:49,25
659,2021-04-11,13:53:50,1
660,2021-04-11,13:53:51,73
661,2021-04-11,13:53:58,10
662,2021-04-11,13:53:59,75
663,2021-04-11,13:54:00,76
664,2021-04-11,13:54:01,23
665,2021-04-11,13:54:02,43
666,2021-04-11,13:54:08,9
667,2021-04-11,13:54:09,98
668,2021-04-11,13:54:10,23
669,2021-04-11,13:54:11,51
670,2021-04-11,13:54:12,49
671,2021-04-11,13:54:18,91
672,2021-04-11,13:54:19,50
673,2021-04-11,13:54:20,97
674,2021-04-11,13:54:21,50
675,2021-04-11,13:54:22,51
676,2021-04-11,13:54:28,98
677,2021-04-11,13:54:29,75
678,2021-04-11,13:54:30,49
679,2021-04-11,13:54:31,98
680,2021-04-11,13:54:32,25
681,2021-04-11,13:54:39,3
682,2021-04-11,13:54:40,26
683,2021-04-11,13:54:41,75
684,2021-04-11,13:54:42,97
685,2021-04-11,13:54:43,50
686,2021-04-11,13:54:50,14
687,2021-04-11,13:54:51,4
688,2021-04-11,13:54:52,47
689,2021-04-11,13:54:53,25
690,2021-04-11,13:54:54,97
691,2021-04-11,13:55:00,91
692,2021-04-11,13:55:01,51
693,2021-04-11,13:55:02,23
694,2021-04-11,13:55:03,0
695,2021-04-11,13:55:04,74
696,2021-04-11,13:55:11,82
697,2021-04-11,13:55:12,26
698,2021-04-11,13:55:13,47
699,2021-04-11,13:55:14,1
700,2021-04-11,13:55:15,23
701,2021-04-11,13:55:21,46
702,2021-04-11,13:55:22,50
703,2021-04-11,13:55:23,98
704,2021-04-11,13:55:24,23
705,2021-04-11,13:55:25,98
706,2021-04-11,13:55:32,28
707,2021-04-11,13:55:33,75
708,2021-04-11,13:55:34,23
709,2021-04-11,13:55:35,51
710,2021-04-11,13:55:36,46
711,2021-04-11,13:55:42,50
712,2021-04-11,13:55:43,73
713,2021-04-11,13:55:44,51
714,2021-04-11,13:55:45,48
715,2021-04-11,13:55:46,1
716,2021-04-11,13:55:52,11
717,2021-04-11,13:55:53,54
718,2021-04-11,13:55:54,95
719,2021-04-11,13:55:55,89
720,2021-04-11,13:55:56,26
721,2021-04-11,13:56:03,72
722,2021-04-11,13:56:04,75
723,2021-04-11,13:56:05,1
724,2021-04-11,13:56:06,5
725,2021-04-11,13:56:07,15
726,2021-04-11,13:56:13,85
727,2021-04-11,13:56:14,3
728,2021-04-11,13:56:15,2
729,2021-04-11,13:56:16,56
730,2021-04-11,13:56:17,87
731,2021-04-11,13:56:24,9
732,2021-04-11,13:56:25,48
733,2021-04-11,13:56:26,48
734,2021-04-11,13:56:27,24
735,2021-04-11,13:56:28,76
736,2021-04-11,13:56:35,62
737,2021-04-11,13:56:36,25
738,2021-04-11,13:56:37,99
739,2021-04-11,13:56:38,94
740,2021-04-11,13:56:39,79
741,2021-04-11,13:56:45,37
742,2021-04-11,13:56:46,51
743,2021-04-11,13:56:47,22
744,2021-04-11,13:56:48,77
745,2021-04-11,13:56:49,98
746,2021-04-11,13:56:56,63
747,2021-04-11,13:56:57,75
748,2021-04-11,13:56:58,0
749,2021-04-11,13:56:59,73
750,2021-04-11,13:57:00,0
751,2021-04-11,13:57:06,31
752,2021-04-11,13:57:07,74
753,2021-04-11,13:57:08,74
754,2021-04-11,13:57:09,96
755,2021-04-11,13:57:10,76
756,2021-04-11,13:57:16,57
757,2021-04-11,13:57:17,15
758,2021-04-11,13:57:18,83
759,2021-04-11,13:57:19,75
760,2021-04-11,13:57:20,86
761,2021-04-11,13:57:27,76
762,2021-04-11,13:57:28,98
763,2021-04-11,13:57:29,1
764,2021-04-11,13:57:30,75
765,2021-04-11,13:57:31,23
766,2021-04-11,13:57:37,62
767,2021-04-11,13:57:38,50
768,2021-04-11,13:57:39,63
769,2021-04-11,13:57:40,5
770,2021-04-11,13:57:41,72
771,2021-04-11,13:57:47,44
772,2021-04-11,13:57:48,79
773,2021-04-11,13:57:49,80
774,2021-04-11,13:57:50,45
775,2021-04-11,13:57:51,75
776,2021-04-11,13:57:58,48
777,2021-04-11,13:57:59,58
778,2021-04-11,13:58:00,75
779,2021-04-11,13:58:01,34
780,2021-04-11,13:58:02,39
781,2021-04-11,13:58:08,57
782,2021-04-11,13:58:09,38
783,2021-04-11,13:58:10,25
784,2021-04-11,13:58:11,44
785,2021-04-11,13:58:12,50
786,2021-04-11,13:58:18,9
787,2021-04-11,13:58:19,61
788,2021-04-11,13:58:20,25
789,2021-04-11,13:58:21,52
790,2021-04-11,13:58:22,47
791,2021-04-11,13:58:29,2
792,2021-04-11,13:58:30,70
793,2021-04-11,13:58:31,52
794,2021-04-11,13:58:32,87
795,2021-04-11,13:58:33,13
796,2021-04-11,13:58:39,16
797,2021-04-11,13:58:40,85
798,2021-04-11,13:58:41,71
799,2021-04-11,13:58:42,25
800,2021-04-11,13:58:43,28
801,2021-04-11,13:58:49,53
802,2021-04-11,13:58:50,47
803,2021-04-11,13:58:51,48
804,2021-04-11,13:58:52,49
805,2021-04-11,13:58:53,3
806,2021-04-11,13:59:00,74
807,2021-04-11,13:59:01,61
808,2021-04-11,13:59:02,25
809,2021-04-11,13:59:03,76
810,2021-04-11,13:59:04,44
811,2021-04-11,13:59:11,41
812,2021-04-11,13:59:12,24
813,2021-04-11,13:59:13,53
814,2021-04-11,13:59:14,15
815,2021-04-11,13:59:15,43
816,2021-04-11,13:59:22,36
817,2021-04-11,13:59:23,25
818,2021-04-11,13:59:24,50
819,2021-04-11,13:59:25,25
820,2021-04-11,13:59:26,52
821,2021-04-11,13:59:32,51
