id,data,hora,disponibilidade em %
82,2021-04-11,13:31:36,71
83,2021-04-11,13:31:37,88
84,2021-04-11,13:31:38,93
85,2021-04-11,13:31:39,98
86,2021-04-11,13:31:40,79
87,2021-04-11,13:31:41,80
88,2021-04-11,13:31:42,72
89,2021-04-11,13:31:43,96
90,2021-04-11,13:31:44,78
91,2021-04-11,13:31:45,95
92,2021-04-11,13:31:46,77
93,2021-04-11,13:31:47,74
94,2021-04-11,13:31:48,94
95,2021-04-11,13:31:49,97
96,2021-04-11,13:31:50,82
97,2021-04-11,13:31:51,99
98,2021-04-11,13:31:52,85
99,2021-04-11,13:31:53,100
100,2021-04-11,13:31:54,84
101,2021-04-11,13:31:55,96
102,2021-04-11,13:31:56,92
103,2021-04-11,13:31:57,75
104,2021-04-11,13:31:58,98
105,2021-04-11,13:31:59,81
106,2021-04-11,13:32:00,93
107,2021-04-11,13:32:01,70
108,2021-04-11,13:32:02,95
109,2021-04-11,13:32:03,91
110,2021-04-11,13:32:04,82
111,2021-04-11,13:32:05,82
112,2021-04-11,13:32:06,88
113,2021-04-11,13:32:07,100
114,2021-04-11,13:32:08,87
115,2021-04-11,13:32:09,85
116,2021-04-11,13:32:10,92
117,2021-04-11,13:32:11,87
118,2021-04-11,13:32:12,96
119,2021-04-11,13:32:13,99
120,2021-04-11,13:32:14,75
121,2021-04-11,13:32:15,78
122,2021-04-11,13:32:16,82
123,2021-04-11,13:32:17,78
124,2021-04-11,13:32:18,96
125,2021-04-11,13:32:19,97
126,2021-04-11,13:32:20,72
127,2021-04-11,13:32:21,99
128,2021-04-11,13:32:22,94
129,2021-04-11,13:32:23,97
130,2021-04-11,13:32:24,97
131,2021-04-11,13:32:25,89
132,2021-04-11,13:32:26,94
133,2021-04-11,13:32:27,79
134,2021-04-11,13:32:28,92
135,2021-04-11,13:32:29,80
136,2021-04-11,13:32:30,91
137,2021-04-11,13:32:31,93
138,2021-04-11,13:32:32,70
139,2021-04-11,13:32:33,72
140,2021-04-11,13:32:34,80
141,2021-04-11,13:32:35,98
142,2021-04-11,13:32:36,100
143,2021-04-11,13:32:37,86
144,2021-04-11,13:32:38,79
145,2021-04-11,13:32:39,81
146,2021-04-11,13:32:40,70
147,2021-04-11,13:32:41,75
148,2021-04-11,13:32:42,96
149,2021-04-11,13:32:43,92
150,2021-04-11,13:32:44,88
151,2021-04-11,13:32:45,99
152,2021-04-11,13:32:46,86
153,2021-04-11,13:32:47,70
154,2021-04-11,13:32:48,78
155,2021-04-11,13:32:49,76
156,2021-04-11,13:32:50,76
157,2021-04-11,13:32:51,72
158,2021-04-11,13:32:52,71
159,2021-04-11,13:32:53,94
160,2021-04-11,13:32:54,91
161,2021-04-11,13:32:55,90
162,2021-04-11,13:32:56,72
163,2021-04-11,13:32:57,87
164,2021-04-11,13:32:58,73
165,2021-04-11,13:32:59,75
166,2021-04-11,13:33:00,83
167,2021-04-11,13:33:01,87
168,2021-04-11,13:33:02,99
169,2021-04-11,13:33:03,86
170,2021-04-11,13:33:04,76
171,2021-04-11,13:33:05,77
172,2021-04-11,13:33:06,87
173,2021-04-11,13:33:07,91
174,2021-04-11,13:33:08,94
175,2021-04-11,13:33:09,80
176,2021-04-11,13:33:10,89
177,2021-04-11,13:33:11,72
178,2021-04-11,13:33:12,91
179,2021-04-11,13:33:13,70
180,2021-04-11,13:33:14,90
181,2021-04-11,13:33:15,80
182,2021-04-11,13:33:16,87
183,2021-04-11,13:33:17,95
184,2021-04-11,13:33:18,93
185,2021-04-11,13:33:19,74
186,2021-04-11,13:33:20,76
187,2021-04-11,13:33:21,85
188,2021-04-11,13:33:22,99
189,2021-04-11,13:33:23,91
190,2021-04-11,13:33:24,76
191,2021-04-11,13:33:25,91
192,2021-04-11,13:33:26,74
193,2021-04-11,13:33:27,98
194,2021-04-11,13:33:28,84
195,2021-04-11,13:33:29,79
196,2021-04-11,13:33:30,73
197,2021-04-11,13:33:31,79
198,2021-04-11,13:33:32,82
199,2021-04-11,13:33:33,98
200,2021-04-11,13:33:34,76
201,2021-04-11,13:33:35,73
202,2021-04-11,13:33:36,80
203,2021-04-11,13:33:37,72
204,2021-04-11,13:33:38,85
205,2021-04-11,13:33:39,85
206,2021-04-11,13:33:40,80
207,2021-04-11,13:33:41,78
208,2021-04-11,13:33:42,79
209,2021-04-11,13:33:43,85
210,2021-04-11,13:33:44,72
211,2021-04-11,13:33:45,99
212,2021-04-11,13:33:46,74
213,2021-04-11,13:33:47,96
214,2021-04-11,13:33:48,81
215,2021-04-11,13:33:49,94
216,2021-04-11,13:33:50,86
217,2021-04-11,13:33:51,97
218,2021-04-11,13:33:52,77
219,2021-04-11,13:33:53,80
220,2021-04-11,13:33:54,98
221,2021-04-11,13:33:55,99
222,2021-04-11,13:33:56,92
223,2021-04-11,13:33:57,100
224,2021-04-11,13:33:58,72
225,2021-04-11,13:33:59,73
226,2021-04-11,13:34:00,83
227,2021-04-11,13:34:01,91
228,2021-04-11,13:34:02,100
229,2021-04-11,13:34:03,94
230,2021-04-11,13:34:04,75
231,2021-04-11,13:34:05,75
232,2021-04-11,13:34:06,96
233,2021-04-11,13:34:07,80
234,2021-04-11,13:34:08,73
235,2021-04-11,13:34:09,77
236,2021-04-11,13:34:10,70
237,2021-04-11,13:34:11,83
238,2021-04-11,13:34:12,77
239,2021-04-11,13:34:13,73
240,2021-04-11,13:34:14,75
241,2021-04-11,13:34:15,73
242,2021-04-11,13:34:16,72
243,2021-04-11,13:34:17,76
244,2021-04-11,13:34:18,91
245,2021-04-11,13:34:19,98
246,2021-04-11,13:34:20,83
247,2021-04-11,13:34:21,79
248,2021-04-11,13:34:22,74
249,2021-04-11,13:34:23,97
250,2021-04-11,13:34:24,82
251,2021-04-11,13:34:25,76
252,2021-04-11,13:34:26,97
253,2021-04-11,13:34:27,95
254,2021-04-11,13:34:28,73
255,2021-04-11,13:34:29,100
256,2021-04-11,13:34:30,73
257,2021-04-11,13:34:31,73
258,2021-04-11,13:34:32,99
259,2021-04-11,13:34:33,76
260,2021-04-11,13:34:34,72
261,2021-04-11,13:34:35,85
262,2021-04-11,13:34:36,98
263,2021-04-11,13:34:37,82
264,2021-04-11,13:34:38,75
265,2021-04-11,13:34:39,80
266,2021-04-11,13:34:40,84
267,2021-04-11,13:34:41,98
268,2021-04-11,13:34:42,95
269,2021-04-11,13:34:43,72
270,2021-04-11,13:34:44,76
271,2021-04-11,13:34:45,81
272,2021-04-11,13:34:46,96
273,2021-04-11,13:34:47,88
274,2021-04-11,13:34:48,100
275,2021-04-11,13:34:49,80
276,2021-04-11,13:34:50,92
277,2021-04-11,13:34:51,98
278,2021-04-11,13:34:52,95
279,2021-04-11,13:34:53,90
280,2021-04-11,13:34:54,75
281,2021-04-11,13:34:55,85
282,2021-04-11,13:34:56,87
283,2021-04-11,13:34:57,71
284,2021-04-11,13:34:58,78
285,2021-04-11,13:34:59,85
286,2021-04-11,13:35:00,89
287,2021-04-11,13:35:01,77
288,2021-04-11,13:35:02,95
289,2021-04-11,13:35:03,99
290,2021-04-11,13:35:04,98
291,2021-04-11,13:35:05,85
292,2021-04-11,13:35:06,86
293,2021-04-11,13:35:07,77
294,2021-04-11,13:35:08,97
295,2021-04-11,13:35:09,99
296,2021-04-11,13:35:10,27
297,2021-04-11,13:35:11,30
298,2021-04-11,13:35:12,6
299,2021-04-11,13:35:13,18
300,2021-04-11,13:35:14,7
301,2021-04-11,13:35:15,15
302,2021-04-11,13:35:16,26
303,2021-04-11,13:35:17,11
304,2021-04-11,13:35:18,25
305,2021-04-11,13:35:19,26
306,2021-04-11,13:35:20,30
307,2021-04-11,13:35:21,10
308,2021-04-11,13:35:22,16
309,2021-04-11,13:35:23,21
310,2021-04-11,13:35:24,5
311,2021-04-11,13:35:25,8
312,2021-04-11,13:35:26,19
313,2021-04-11,13:35:27,28
314,2021-04-11,13:35:28,9
315,2021-04-11,13:35:29,15
316,2021-04-11,13:35:30,8
317,2021-04-11,13:35:31,21
318,2021-04-11,13:35:32,8
319,2021-04-11,13:35:33,20
320,2021-04-11,13:35:34,15
321,2021-04-11,13:35:35,23
322,2021-04-11,13:35:36,28
323,2021-04-11,13:35:37,9
324,2021-04-11,13:35:38,15
325,2021-04-11,13:35:39,26
326,2021-04-11,13:35:40,26
327,2021-04-11,13:35:41,10
328,2021-04-11,13:35:42,30
329,2021-04-11,13:35:43,22
330,2021-04-11,13:35:44,24
331,2021-04-11,13:35:45,8
332,2021-04-11,13:35:46,14
333,2021-04-11,13:35:47,25
334,2021-04-11,13:35:48,11
335,2021-04-11,13:35:49,10
336,2021-04-11,13:35:50,8
337,2021-04-11,13:35:51,11
338,2021-04-11,13:35:52,15
339,2021-04-11,13:35:53,7
340,2021-04-11,13:35:54,25
341,2021-04-11,13:35:55,19
342,2021-04-11,13:35:56,15
343,2021-04-11,13:35:57,26
344,2021-04-11,13:35:58,15
345,2021-04-11,13:35:59,11
346,2021-04-11,13:36:00,6
347,2021-04-11,13:36:01,20
348,2021-04-11,13:36:02,7
349,2021-04-11,13:36:03,14
350,2021-04-11,13:36:04,24
351,2021-04-11,13:36:05,14
352,2021-04-11,13:36:06,16
353,2021-04-11,13:36:07,27
354,2021-04-11,13:36:08,22
355,2021-04-11,13:36:09,29
356,2021-04-11,13:36:10,29
357,2021-04-11,13:36:11,16
358,2021-04-11,13:36:12,22
359,2021-04-11,13:36:13,12
360,2021-04-11,13:36:14,9
361,2021-04-11,13:36:15,7
362,2021-04-11,13:36:16,7
363,2021-04-11,13:36:17,5
364,2021-04-11,13:36:18,17
365,2021-04-11,13:36:19,6
366,2021-04-11,13:36:20,13
367,2021-04-11,13:36:21,14
368,2021-04-11,13:36:22,28
369,2021-04-11,13:36:23,8
370,2021-04-11,13:36:24,26
371,2021-04-11,13:36:25,23
372,2021-04-11,13:36:26,30
373,2021-04-11,13:36:27,8
374,2021-04-11,13:36:28,11
375,2021-04-11,13:36:29,30
376,2021-04-11,13:36:30,21
377,2021-04-11,13:36:31,7
378,2021-04-11,13:36:32,13
379,2021-04-11,13:36:33,13
380,2021-04-11,13:36:34,13
381,2021-04-11,13:36:35,25
382,2021-04-11,13:36:36,18
383,2021-04-11,13:36:37,7
384,2021-04-11,13:36:38,15
385,2021-04-11,13:36:39,8
386,2021-04-11,13:36:40,24
387,2021-04-11,13:36:41,13
388,2021-04-11,13:36:42,18
389,2021-04-11,13:36:43,12
390,2021-04-11,13:36:44,20
391,2021-04-11,13:36:45,30
392,2021-04-11,13:36:46,25
393,2021-04-11,13:36:47,11
394,2021-04-11,13:36:48,30
395,2021-04-11,13:36:49,19
396,2021-04-11,13:36:50,30
397,2021-04-11,13:36:51,19
398,2021-04-11,13:36:52,20
399,2021-04-11,13:36:53,26
400,2021-04-11,13:36:54,22
401,2021-04-11,13:36:55,21
402,2021-04-11,13:36:56,20
403,2021-04-11,13:36:57,21
404,2021-04-11,13:36:58,23
405,2021-04-11,13:36:59,26
406,2021-04-11,13:37:00,6
407,2021-04-11,13:37:01,27
408,2021-04-11,13:37:02,10
409,2021-04-11,13:37:03,16
410,2021-04-11,13:37:04,18
411,2021-04-11,13:37:05,19
412,2021-04-11,13:37:06,5
413,2021-04-11,13:37:07,21
414,2021-04-11,13:37:08,11
415,2021-04-11,13:37:09,25
416,2021-04-11,13:37:10,12
417,2021-04-11,13:37:11,12
418,2021-04-11,13:37:12,16
419,2021-04-11,13:37:13,17
420,2021-04-11,13:37:14,11
421,2021-04-11,13:37:15,12
422,2021-04-11,13:37:16,24
423,2021-04-11,13:37:17,9
424,2021-04-11,13:37:18,16
425,2021-04-11,13:37:19,20
426,2021-04-11,13:37:20,12
427,2021-04-11,13:37:21,7
428,2021-04-11,13:37:22,20
429,2021-04-11,13:37:23,8
430,2021-04-11,13:37:24,22
431,2021-04-11,13:37:25,19
432,2021-04-11,13:37:26,28
433,2021-04-11,13:37:27,12
434,2021-04-11,13:37:28,12
435,2021-04-11,13:37:29,17
436,2021-04-11,13:37:30,12
437,2021-04-11,13:37:31,6
438,2021-04-11,13:37:32,12
439,2021-04-11,13:37:33,27
440,2021-04-11,13:37:34,29
441,2021-04-11,13:37:35,6
442,2021-04-11,13:37:36,12
443,2021-04-11,13:37:37,5
444,2021-04-11,13:37:38,6
445,2021-04-11,13:37:39,22
446,2021-04-11,13:37:40,14
447,2021-04-11,13:37:41,18
448,2021-04-11,13:37:42,17
449,2021-04-11,13:37:43,17
450,2021-04-11,13:37:44,11
451,2021-04-11,13:37:45,5
452,2021-04-11,13:37:46,18
453,2021-04-11,13:37:47,14
454,2021-04-11,13:37:48,26
455,2021-04-11,13:37:49,6
456,2021-04-11,13:37:50,30
457,2021-04-11,13:37:51,17
458,2021-04-11,13:37:52,21
459,2021-04-11,13:37:53,28
460,2021-04-11,13:37:54,13
461,2021-04-11,13:37:55,8
462,2021-04-11,13:37:56,17
463,2021-04-11,13:37:57,24
464,2021-04-11,13:37:58,16
465,2021-04-11,13:37:59,25
466,2021-04-11,13:38:00,19
467,2021-04-11,13:38:01,25
468,2021-04-11,13:38:02,7
469,2021-04-11,13:38:03,14
470,2021-04-11,13:38:04,30
471,2021-04-11,13:38:05,6
472,2021-04-11,13:38:06,28
473,2021-04-11,13:38:07,13
474,2021-04-11,13:38:08,18
475,2021-04-11,13:38:09,30
476,2021-04-11,13:38:10,20
477,2021-04-11,13:38:11,15
478,2021-04-11,13:38:12,23
479,2021-04-11,13:38:13,21
480,2021-04-11,13:38:14,6
481,2021-04-11,13:38:15,29
482,2021-04-11,13:38:16,14
483,2021-04-11,13:38:17,17
484,2021-04-11,13:38:18,14
485,2021-04-11,13:38:19,14
486,2021-04-11,13:38:20,19
487,2021-04-11,13:38:21,6
488,2021-04-11,13:38:22,26
489,2021-04-11,13:38:23,5
490,2021-04-11,13:38:24,19
491,2021-04-11,13:38:25,22
492,2021-04-11,13:38:26,13
493,2021-04-11,13:38:27,7
494,2021-04-11,13:38:28,21
495,2021-04-11,13:38:29,25
496,2021-04-11,13:38:30,25
497,2021-04-11,13:38:31,17
498,2021-04-11,13:38:32,19
499,2021-04-11,13:38:33,9
500,2021-04-11,13:38:34,20
501,2021-04-11,13:38:35,28
502,2021-04-11,13:38:36,22
503,2021-04-11,13:38:37,29
504,2021-04-11,13:38:38,26
505,2021-04-11,13:38:39,10
506,2021-04-11,13:38:40,14
507,2021-04-11,13:38:41,21
508,2021-04-11,13:38:42,18
509,2021-04-11,13:38:43,74
510,2021-04-11,13:38:44,86
511,2021-04-11,13:38:45,91
512,2021-04-11,13:38:46,92
513,2021-04-11,13:38:47,95
514,2021-04-11,13:38:48,96
515,2021-04-11,13:38:49,84
516,2021-04-11,13:38:50,78
517,2021-04-11,13:38:51,90
518,2021-04-11,13:38:52,92
519,2021-04-11,13:38:53,96
520,2021-04-11,13:38:54,95
521,2021-04-11,13:38:55,85
522,2021-04-11,13:38:56,80
523,2021-04-11,13:38:57,91
524,2021-04-11,13:38:58,98
525,2021-04-11,13:38:59,72
526,2021-04-11,13:39:00,81
527,2021-04-11,13:39:01,78
528,2021-04-11,13:39:02,82
529,2021-04-11,13:39:03,98
530,2021-04-11,13:39:04,88
531,2021-04-11,13:39:05,77
532,2021-04-11,13:39:06,76
533,2021-04-11,13:39:07,92
534,2021-04-11,13:39:08,85
535,2021-04-11,13:39:09,82
536,2021-04-11,13:39:10,94
537,2021-04-11,13:39:11,80
538,2021-04-11,13:39:12,80
539,2021-04-11,13:39:13,89
540,2021-04-11,13:39:14,91
541,2021-04-11,13:39:15,100
542,2021-04-11,13:39:16,100
543,2021-04-11,13:39:17,90
544,2021-04-11,13:39:18,100
545,2021-04-11,13:39:19,99
546,2021-04-11,13:39:20,73
547,2021-04-11,13:39:21,80
548,2021-04-11,13:39:22,95
549,2021-04-11,13:39:23,80
550,2021-04-11,13:39:24,79
551,2021-04-11,13:39:25,90
552,2021-04-11,13:39:26,81
553,2021-04-11,13:39:27,92
554,2021-04-11,13:39:28,95
555,2021-04-11,13:39:29,82
556,2021-04-11,13:39:30,84
557,2021-04-11,13:39:31,86
558,2021-04-11,13:39:32,87
559,2021-04-11,13:39:33,88
560,2021-04-11,13:39:34,75
561,2021-04-11,13:39:35,76
562,2021-04-11,13:39:36,72
563,2021-04-11,13:39:37,91
564,2021-04-11,13:39:38,75
565,2021-04-11,13:39:39,81
566,2021-04-11,13:39:40,83
567,2021-04-11,13:39:41,83
568,2021-04-11,13:39:42,84
569,2021-04-11,13:39:43,94
570,2021-04-11,13:39:44,73
571,2021-04-11,13:39:45,98
572,2021-04-11,13:39:46,96
573,2021-04-11,13:39:47,88
574,2021-04-11,13:39:48,85
575,2021-04-11,13:39:49,98
576,2021-04-11,13:39:50,73
577,2021-04-11,13:39:51,87
578,2021-04-11,13:39:52,10
579,2021-04-11,13:39:53,30
580,2021-04-11,13:39:54,25
581,2021-04-11,13:39:55,22
582,2021-04-11,13:39:56,15
583,2021-04-11,13:39:57,26
584,2021-04-11,13:39:58,6
585,2021-04-11,13:39:59,26
586,2021-04-11,13:40:00,10
587,2021-04-11,13:40:01,13
588,2021-04-11,13:40:02,20
589,2021-04-11,13:40:03,7
590,2021-04-11,13:40:04,18
591,2021-04-11,13:40:05,10
592,2021-04-11,13:40:06,13
593,2021-04-11,13:40:07,25
594,2021-04-11,13:40:08,28
595,2021-04-11,13:40:09,15
596,2021-04-11,13:40:10,18
597,2021-04-11,13:40:11,29
598,2021-04-11,13:40:12,29
599,2021-04-11,13:40:13,30
600,2021-04-11,13:40:14,11
601,2021-04-11,13:40:15,7
602,2021-04-11,13:40:16,29
603,2021-04-11,13:40:17,20
604,2021-04-11,13:40:18,17
605,2021-04-11,13:40:19,5
606,2021-04-11,13:40:20,13
607,2021-04-11,13:40:21,9
608,2021-04-11,13:40:22,6
609,2021-04-11,13:40:23,29
610,2021-04-11,13:40:24,7
611,2021-04-11,13:40:25,16
612,2021-04-11,13:40:26,26
613,2021-04-11,13:40:27,21
614,2021-04-11,13:40:28,29
615,2021-04-11,13:40:29,7
616,2021-04-11,13:40:30,29
617,2021-04-11,13:40:31,26
618,2021-04-11,13:40:32,13
619,2021-04-11,13:40:33,17
620,2021-04-11,13:40:34,30
621,2021-04-11,13:40:35,29
622,2021-04-11,13:40:36,9
623,2021-04-11,13:40:37,7
624,2021-04-11,13:40:38,21
625,2021-04-11,13:40:39,13
626,2021-04-11,13:40:40,19
627,2021-04-11,13:40:41,22
628,2021-04-11,13:40:42,12
629,2021-04-11,13:40:43,15
630,2021-04-11,13:40:44,20
631,2021-04-11,13:40:45,6
632,2021-04-11,13:40:46,25
633,2021-04-11,13:40:47,27
634,2021-04-11,13:40:48,11
635,2021-04-11,13:40:49,15
636,2021-04-11,13:40:50,23
637,2021-04-11,13:40:51,17
638,2021-04-11,13:40:52,15
639,2021-04-11,13:40:53,22
640,2021-04-11,13:40:54,18
641,2021-04-11,13:40:55,29
642,2021-04-11,13:40:56,26
643,2021-04-11,13:40:57,27
644,2021-04-11,13:40:58,27
645,2021-04-11,13:40:59,21
646,2021-04-11,13:41:00,16
647,2021-04-11,13:41:01,20
648,2021-04-11,13:41:02,27
649,2021-04-11,13:41:03,7
650,2021-04-11,13:41:04,25
651,2021-04-11,13:41:05,26
652,2021-04-11,13:41:06,10
653,2021-04-11,13:41:07,6
654,2021-04-11,13:41:08,19
655,2021-04-11,13:41:09,18
656,2021-04-11,13:41:10,19
657,2021-04-11,13:41:11,17
658,2021-04-11,13:41:12,8
659,2021-04-11,13:41:13,7
660,2021-04-11,13:41:14,16
661,2021-04-11,13:41:15,14
662,2021-04-11,13:41:16,16
663,2021-04-11,13:41:17,23
664,2021-04-11,13:41:18,20
665,2021-04-11,13:41:19,19
666,2021-04-11,13:41:20,27
667,2021-04-11,13:41:21,29
668,2021-04-11,13:41:22,5
669,2021-04-11,13:41:23,5
670,2021-04-11,13:41:24,16
671,2021-04-11,13:41:25,13
672,2021-04-11,13:41:26,23
673,2021-04-11,13:41:27,27
674,2021-04-11,13:41:28,11
675,2021-04-11,13:41:29,28
676,2021-04-11,13:41:30,21
677,2021-04-11,13:41:31,25
678,2021-04-11,13:41:32,27
679,2021-04-11,13:41:33,12
680,2021-04-11,13:41:34,6
681,2021-04-11,13:41:35,20
682,2021-04-11,13:41:36,9
683,2021-04-11,13:41:37,19
684,2021-04-11,13:41:38,20
685,2021-04-11,13:41:39,30
686,2021-04-11,13:41:40,18
687,2021-04-11,13:41:41,14
688,2021-04-11,13:41:42,6
689,2021-04-11,13:41:43,13
690,2021-04-11,13:41:44,11
691,2021-04-11,13:41:45,25
692,2021-04-11,13:41:46,21
693,2021-04-11,13:41:47,21
694,2021-04-11,13:41:48,15
695,2021-04-11,13:41:49,30
696,2021-04-11,13:41:50,17
697,2021-04-11,13:41:51,20
698,2021-04-11,13:41:52,5
699,2021-04-11,13:41:53,9
700,2021-04-11,13:41:54,7
701,2021-04-11,13:41:55,27
702,2021-04-11,13:41:56,21
703,2021-04-11,13:41:57,30
704,2021-04-11,13:41:58,29
705,2021-04-11,13:41:59,16
706,2021-04-11,13:42:00,14
707,2021-04-11,13:42:01,15
708,2021-04-11,13:42:02,6
709,2021-04-11,13:42:03,13
710,2021-04-11,13:42:04,24
711,2021-04-11,13:42:05,8
712,2021-04-11,13:42:06,29
713,2021-04-11,13:42:07,30
714,2021-04-11,13:42:08,11
715,2021-04-11,13:42:09,19
716,2021-04-11,13:42:10,30
717,2021-04-11,13:42:11,30
718,2021-04-11,13:42:12,23
719,2021-04-11,13:42:13,6
720,2021-04-11,13:42:14,28
721,2021-04-11,13:42:15,22
722,2021-04-11,13:42:16,19
723,2021-04-11,13:42:17,19
724,2021-04-11,13:42:18,23
725,2021-04-11,13:42:19,5
726,2021-04-11,13:42:20,13
727,2021-04-11,13:42:21,27
728,2021-04-11,13:42:22,9
729,2021-04-11,13:42:23,22
730,2021-04-11,13:42:24,12
731,2021-04-11,13:42:25,13
732,2021-04-11,13:42:26,5
733,2021-04-11,13:42:27,7
734,2021-04-11,13:42:28,26
735,2021-04-11,13:42:29,28
736,2021-04-11,13:42:30,27
737,2021-04-11,13:42:31,21
738,2021-04-11,13:42:32,27
739,2021-04-11,13:42:33,29
740,2021-04-11,13:42:34,11
741,2021-04-11,13:42:35,22
742,2021-04-11,13:42:36,9
743,2021-04-11,13:42:37,30
744,2021-04-11,13:42:38,30
745,2021-04-11,13:42:39,13
746,2021-04-11,13:42:40,22
747,2021-04-11,13:42:41,12
748,2021-04-11,13:42:42,13
749,2021-04-11,13:42:43,15
750,2021-04-11,13:42:44,27
751,2021-04-11,13:42:45,21
752,2021-04-11,13:42:46,16
753,2021-04-11,13:42:47,13
754,2021-04-11,13:42:48,17
755,2021-04-11,13:42:49,19
756,2021-04-11,13:42:50,30
757,2021-04-11,13:42:51,26
758,2021-04-11,13:42:52,23
759,2021-04-11,13:42:53,9
760,2021-04-11,13:42:54,28
761,2021-04-11,13:42:55,13
762,2021-04-11,13:42:56,21
763,2021-04-11,13:42:57,23
764,2021-04-11,13:42:58,23
765,2021-04-11,13:42:59,9
766,2021-04-11,13:43:00,30
767,2021-04-11,13:43:01,24
768,2021-04-11,13:43:02,10
769,2021-04-11,13:43:03,9
770,2021-04-11,13:43:04,7
771,2021-04-11,13:43:05,7
772,2021-04-11,13:43:06,9
773,2021-04-11,13:43:07,14
774,2021-04-11,13:43:08,21
775,2021-04-11,13:43:09,10
776,2021-04-11,13:43:10,10
777,2021-04-11,13:43:11,5
778,2021-04-11,13:43:12,18
779,2021-04-11,13:43:13,6
780,2021-04-11,13:43:14,11
781,2021-04-11,13:43:15,26
782,2021-04-11,13:43:16,29
783,2021-04-11,13:43:17,16
784,2021-04-11,13:43:18,21
785,2021-04-11,13:43:19,6
786,2021-04-11,13:43:20,8
787,2021-04-11,13:43:21,6
788,2021-04-11,13:43:22,23
789,2021-04-11,13:43:23,5
790,2021-04-11,13:43:24,5
791,2021-04-11,13:43:25,7
792,2021-04-11,13:43:26,6
793,2021-04-11,13:43:27,26
794,2021-04-11,13:43:28,19
795,2021-04-11,13:43:29,24
796,2021-04-11,13:43:30,19
797,2021-04-11,13:43:31,27
798,2021-04-11,13:43:32,26
799,2021-04-11,13:43:33,27
800,2021-04-11,13:43:34,13
801,2021-04-11,13:43:35,6
802,2021-04-11,13:43:36,28
803,2021-04-11,13:43:37,8
804,2021-04-11,13:43:38,16
805,2021-04-11,13:43:39,24
806,2021-04-11,13:43:40,23
807,2021-04-11,13:43:41,19
808,2021-04-11,13:43:42,23
809,2021-04-11,13:43:43,5
810,2021-04-11,13:43:44,10
811,2021-04-11,13:43:45,9
812,2021-04-11,13:43:46,20
813,2021-04-11,13:43:47,15
814,2021-04-11,13:43:48,21
815,2021-04-11,13:43:49,15
816,2021-04-11,13:43:50,19
817,2021-04-11,13:43:51,9
818,2021-04-11,13:43:52,11
819,2021-04-11,13:43:53,7
820,2021-04-11,13:43:54,16
821,2021-04-11,13:43:55,23
