id,data,hora,disponibilidade em %
494,2021-04-11,13:38:28,22
495,2021-04-11,13:38:29,10
496,2021-04-11,13:38:30,5
497,2021-04-11,13:38:31,15
498,2021-04-11,13:38:32,21
499,2021-04-11,13:38:33,11
500,2021-04-11,13:38:34,10
501,2021-04-11,13:38:35,17
502,2021-04-11,13:38:36,23
503,2021-04-11,13:38:37,18
504,2021-04-11,13:38:38,15
505,2021-04-11,13:38:39,28
506,2021-04-11,13:38:40,5
507,2021-04-11,13:38:41,6
508,2021-04-11,13:38:42,7
509,2021-04-11,13:38:43,13
510,2021-04-11,13:38:44,14
511,2021-04-11,13:38:45,18
512,2021-04-11,13:38:46,23
513,2021-04-11,13:38:47,17
514,2021-04-11,13:38:48,20
515,2021-04-11,13:38:49,19
516,2021-04-11,13:38:50,9
517,2021-04-11,13:38:51,18
518,2021-04-11,13:38:52,27
519,2021-04-11,13:38:53,29
520,2021-04-11,13:38:54,19
521,2021-04-11,13:38:55,7
522,2021-04-11,13:38:56,9
523,2021-04-11,13:38:57,11
524,2021-04-11,13:38:58,16
525,2021-04-11,13:38:59,5
526,2021-04-11,13:39:00,30
527,2021-04-11,13:39:01,20
528,2021-04-11,13:39:02,10
529,2021-04-11,13:39:03,24
530,2021-04-11,13:39:04,27
531,2021-04-11,13:39:05,12
532,2021-04-11,13:39:06,19
533,2021-04-11,13:39:07,23
534,2021-04-11,13:39:08,23
535,2021-04-11,13:39:09,22
536,2021-04-11,13:39:10,22
537,2021-04-11,13:39:11,5
538,2021-04-11,13:39:12,17
539,2021-04-11,13:39:13,8
540,2021-04-11,13:39:14,13
541,2021-04-11,13:39:15,24
542,2021-04-11,13:39:16,10
543,2021-04-11,13:39:17,24
544,2021-04-11,13:39:18,16
545,2021-04-11,13:39:19,7
546,2021-04-11,13:39:20,16
547,2021-04-11,13:39:21,15
548,2021-04-11,13:39:22,6
549,2021-04-11,13:39:23,27
550,2021-04-11,13:39:24,26
551,2021-04-11,13:39:25,25
552,2021-04-11,13:39:26,23
553,2021-04-11,13:39:27,13
554,2021-04-11,13:39:28,8
555,2021-04-11,13:39:29,25
556,2021-04-11,13:39:30,13
557,2021-04-11,13:39:31,25
558,2021-04-11,13:39:32,9
559,2021-04-11,13:39:33,28
560,2021-04-11,13:39:34,5
561,2021-04-11,13:39:35,16
562,2021-04-11,13:39:36,6
563,2021-04-11,13:39:37,17
564,2021-04-11,13:39:38,13
565,2021-04-11,13:39:39,19
566,2021-04-11,13:39:40,5
567,2021-04-11,13:39:41,13
568,2021-04-11,13:39:42,20
569,2021-04-11,13:39:43,15
570,2021-04-11,13:39:44,29
571,2021-04-11,13:39:45,24
572,2021-04-11,13:39:46,6
573,2021-04-11,13:39:47,23
574,2021-04-11,13:39:48,11
575,2021-04-11,13:39:49,15
576,2021-04-11,13:39:50,11
577,2021-04-11,13:39:51,23
578,2021-04-11,13:39:52,28
579,2021-04-11,13:39:53,25
580,2021-04-11,13:39:54,7
581,2021-04-11,13:39:55,27
582,2021-04-11,13:39:56,18
583,2021-04-11,13:39:57,18
584,2021-04-11,13:39:58,5
585,2021-04-11,13:39:59,23
586,2021-04-11,13:40:00,18
587,2021-04-11,13:40:01,28
588,2021-04-11,13:40:02,20
589,2021-04-11,13:40:03,14
590,2021-04-11,13:40:04,11
591,2021-04-11,13:40:05,19
592,2021-04-11,13:40:06,6
593,2021-04-11,13:40:07,8
594,2021-04-11,13:40:08,11
595,2021-04-11,13:40:09,25
596,2021-04-11,13:40:10,20
597,2021-04-11,13:40:11,22
598,2021-04-11,13:40:12,10
599,2021-04-11,13:40:13,30
600,2021-04-11,13:40:14,19
601,2021-04-11,13:40:15,90
602,2021-04-11,13:40:16,83
603,2021-04-11,13:40:17,88
604,2021-04-11,13:40:18,70
605,2021-04-11,13:40:19,75
606,2021-04-11,13:40:20,98
607,2021-04-11,13:40:21,97
608,2021-04-11,13:40:22,81
609,2021-04-11,13:40:23,73
610,2021-04-11,13:40:24,79
611,2021-04-11,13:40:25,75
612,2021-04-11,13:40:26,76
613,2021-04-11,13:40:27,96
614,2021-04-11,13:40:28,88
615,2021-04-11,13:40:29,74
616,2021-04-11,13:40:30,95
617,2021-04-11,13:40:31,91
618,2021-04-11,13:40:32,71
619,2021-04-11,13:40:33,89
620,2021-04-11,13:40:34,73
621,2021-04-11,13:40:35,82
622,2021-04-11,13:40:36,81
623,2021-04-11,13:40:37,84
624,2021-04-11,13:40:38,77
625,2021-04-11,13:40:39,92
626,2021-04-11,13:40:40,93
627,2021-04-11,13:40:41,79
628,2021-04-11,13:40:42,82
629,2021-04-11,13:40:43,80
630,2021-04-11,13:40:44,82
631,2021-04-11,13:40:45,87
632,2021-04-11,13:40:46,96
633,2021-04-11,13:40:47,85
634,2021-04-11,13:40:48,81
635,2021-04-11,13:40:49,86
636,2021-04-11,13:40:50,86
637,2021-04-11,13:40:51,80
638,2021-04-11,13:40:52,98
639,2021-04-11,13:40:53,95
640,2021-04-11,13:40:54,91
641,2021-04-11,13:40:55,100
642,2021-04-11,13:40:56,70
643,2021-04-11,13:40:57,80
644,2021-04-11,13:40:58,97
645,2021-04-11,13:40:59,81
646,2021-04-11,13:41:00,86
647,2021-04-11,13:41:01,77
648,2021-04-11,13:41:02,90
649,2021-04-11,13:41:03,99
650,2021-04-11,13:41:04,84
651,2021-04-11,13:41:05,76
652,2021-04-11,13:41:06,71
653,2021-04-11,13:41:07,94
654,2021-04-11,13:41:08,74
655,2021-04-11,13:41:09,72
656,2021-04-11,13:41:10,71
657,2021-04-11,13:41:11,94
658,2021-04-11,13:41:12,79
659,2021-04-11,13:41:13,78
660,2021-04-11,13:41:14,89
661,2021-04-11,13:41:15,73
662,2021-04-11,13:41:16,70
663,2021-04-11,13:41:17,80
664,2021-04-11,13:41:18,89
665,2021-04-11,13:41:19,100
666,2021-04-11,13:41:20,77
667,2021-04-11,13:41:21,95
668,2021-04-11,13:41:22,75
669,2021-04-11,13:41:23,85
670,2021-04-11,13:41:24,94
671,2021-04-11,13:41:25,70
672,2021-04-11,13:41:26,94
673,2021-04-11,13:41:27,87
674,2021-04-11,13:41:28,77
675,2021-04-11,13:41:29,86
676,2021-04-11,13:41:30,74
677,2021-04-11,13:41:31,92
678,2021-04-11,13:41:32,77
679,2021-04-11,13:41:33,91
680,2021-04-11,13:41:34,79
681,2021-04-11,13:41:35,77
682,2021-04-11,13:41:36,95
683,2021-04-11,13:41:37,78
684,2021-04-11,13:41:38,71
685,2021-04-11,13:41:39,89
686,2021-04-11,13:41:40,86
687,2021-04-11,13:41:41,71
688,2021-04-11,13:41:42,88
689,2021-04-11,13:41:43,70
690,2021-04-11,13:41:44,97
691,2021-04-11,13:41:45,91
692,2021-04-11,13:41:46,84
693,2021-04-11,13:41:47,79
694,2021-04-11,13:41:48,79
695,2021-04-11,13:41:49,73
696,2021-04-11,13:41:50,88
697,2021-04-11,13:41:51,92
698,2021-04-11,13:41:52,77
699,2021-04-11,13:41:53,81
700,2021-04-11,13:41:54,73
701,2021-04-11,13:41:55,86
702,2021-04-11,13:41:56,83
703,2021-04-11,13:41:57,79
704,2021-04-11,13:41:58,73
705,2021-04-11,13:41:59,88
706,2021-04-11,13:42:00,75
707,2021-04-11,13:42:01,76
708,2021-04-11,13:42:02,77
709,2021-04-11,13:42:03,77
710,2021-04-11,13:42:04,91
711,2021-04-11,13:42:05,81
712,2021-04-11,13:42:06,83
713,2021-04-11,13:42:07,88
714,2021-04-11,13:42:08,73
715,2021-04-11,13:42:09,83
716,2021-04-11,13:42:10,84
717,2021-04-11,13:42:11,96
718,2021-04-11,13:42:12,70
719,2021-04-11,13:42:13,89
720,2021-04-11,13:42:14,100
721,2021-04-11,13:42:15,79
722,2021-04-11,13:42:16,98
723,2021-04-11,13:42:17,73
724,2021-04-11,13:42:18,74
725,2021-04-11,13:42:19,72
726,2021-04-11,13:42:20,76
727,2021-04-11,13:42:21,71
728,2021-04-11,13:42:22,82
729,2021-04-11,13:42:23,78
730,2021-04-11,13:42:24,93
731,2021-04-11,13:42:25,73
732,2021-04-11,13:42:26,74
733,2021-04-11,13:42:27,96
734,2021-04-11,13:42:28,79
735,2021-04-11,13:42:29,71
736,2021-04-11,13:42:30,87
737,2021-04-11,13:42:31,89
738,2021-04-11,13:42:32,79
739,2021-04-11,13:42:33,73
740,2021-04-11,13:42:34,99
741,2021-04-11,13:42:35,73
742,2021-04-11,13:42:36,86
743,2021-04-11,13:42:37,84
744,2021-04-11,13:42:38,89
745,2021-04-11,13:42:39,95
746,2021-04-11,13:42:40,94
747,2021-04-11,13:42:41,73
748,2021-04-11,13:42:42,91
749,2021-04-11,13:42:43,94
750,2021-04-11,13:42:44,72
751,2021-04-11,13:42:45,80
752,2021-04-11,13:42:46,74
753,2021-04-11,13:42:47,82
754,2021-04-11,13:42:48,76
755,2021-04-11,13:42:49,79
756,2021-04-11,13:42:50,91
757,2021-04-11,13:42:51,83
758,2021-04-11,13:42:52,74
759,2021-04-11,13:42:53,77
760,2021-04-11,13:42:54,82
761,2021-04-11,13:42:55,93
762,2021-04-11,13:42:56,92
763,2021-04-11,13:42:57,94
764,2021-04-11,13:42:58,84
765,2021-04-11,13:42:59,82
766,2021-04-11,13:43:00,71
767,2021-04-11,13:43:01,76
768,2021-04-11,13:43:02,88
769,2021-04-11,13:43:03,73
770,2021-04-11,13:43:04,82
771,2021-04-11,13:43:05,87
772,2021-04-11,13:43:06,72
773,2021-04-11,13:43:07,70
774,2021-04-11,13:43:08,94
775,2021-04-11,13:43:09,94
776,2021-04-11,13:43:10,93
777,2021-04-11,13:43:11,91
778,2021-04-11,13:43:12,85
779,2021-04-11,13:43:13,98
780,2021-04-11,13:43:14,78
781,2021-04-11,13:43:15,70
782,2021-04-11,13:43:16,79
783,2021-04-11,13:43:17,94
784,2021-04-11,13:43:18,88
785,2021-04-11,13:43:19,83
786,2021-04-11,13:43:20,90
787,2021-04-11,13:43:21,79
788,2021-04-11,13:43:22,84
789,2021-04-11,13:43:23,91
790,2021-04-11,13:43:24,99
791,2021-04-11,13:43:25,79
792,2021-04-11,13:43:26,77
793,2021-04-11,13:43:27,91
794,2021-04-11,13:43:28,78
795,2021-04-11,13:43:29,73
796,2021-04-11,13:43:30,84
797,2021-04-11,13:43:31,74
798,2021-04-11,13:43:32,89
799,2021-04-11,13:43:33,88
800,2021-04-11,13:43:34,77
801,2021-04-11,13:43:35,86
802,2021-04-11,13:43:36,81
803,2021-04-11,13:43:37,98
804,2021-04-11,13:43:38,94
805,2021-04-11,13:43:39,90
806,2021-04-11,13:43:40,90
807,2021-04-11,13:43:41,91
808,2021-04-11,13:43:42,73
809,2021-04-11,13:43:43,94
810,2021-04-11,13:43:44,98
811,2021-04-11,13:43:45,90
812,2021-04-11,13:43:46,88
813,2021-04-11,13:43:47,90
814,2021-04-11,13:43:48,92
815,2021-04-11,13:43:49,95
816,2021-04-11,13:43:50,99
817,2021-04-11,13:43:51,86
818,2021-04-11,13:43:52,99
819,2021-04-11,13:43:53,76
820,2021-04-11,13:43:54,75
821,2021-04-11,13:43:55,85
